yeast_gene,species,call,hit_id,evalue,pident,coverage,reciprocal_best_hit,tier,final_call
Npl3,Paramecium_pentaurelia,absent,,,,,False,RBH,absent
Gbp2,Paramecium_pentaurelia,absent,,,,,False,RBH,absent
Hrb1,Paramecium_pentaurelia,absent,,,,,False,RBH,absent
Hrp1,Paramecium_pentaurelia,present,CAD8207137.1,1.04e-09,31.4,0.191,True,RBH,present
Sky1,Paramecium_pentaurelia,present,CAD8205390.1,1.12e-86,33.7,0.821,True,RBH,present
Cwc25,Paramecium_pentaurelia,absent,,,,,False,RBH,absent
DBR1,Paramecium_pentaurelia,absent,,,,,False,RBH,absent
Mud1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snp1,Paramecium_primaurelia,present,CAD8080251.1,2.8e-27,42.1,0.483,True,RBH,present
Yhc1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp39,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp42,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Nam8,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snu56,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Luc7,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snu71,Paramecium_primaurelia,absent,,,,,False,RBH,absent
SmB,Paramecium_primaurelia,present,CAD8105212.1,7.85e-13,33.3,0.49,True,RBH,present
SmD3,Paramecium_primaurelia,present,CAD8104793.1,2.7e-23,46.3,0.812,True,RBH,present
SmD1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
SmD2,Paramecium_primaurelia,present,CAD8067370.1,2.08e-26,57.0,0.782,True,RBH,present
SmE,Paramecium_primaurelia,present,CAD8072625.1,1.66e-17,40.2,0.926,True,RBH,present
SmF,Paramecium_primaurelia,absent,,,,,False,RBH,absent
SmG,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Msl1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Lea1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Hsh155,Paramecium_primaurelia,present,CAD8095167.1,2.56e-254,49.8,0.876,True,RBH,present
Rse1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Cus1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Hsh49,Paramecium_primaurelia,present,CAD8073103.1,7.31e-36,36.6,0.962,True,RBH,present
Rds3,Paramecium_primaurelia,present,CAD8095434.1,1.49e-43,57.1,0.981,True,RBH,present
Ysf3,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp9,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp11,Paramecium_primaurelia,absent,,,,,False,RBH,absent
pRP21,Paramecium_primaurelia,absent,,,,,False,RBH,absent
LSm8,Paramecium_primaurelia,absent,,,,,False,RBH,absent
LSm2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
LSm3,Paramecium_primaurelia,absent,,,,,False,RBH,absent
LSm4,Paramecium_primaurelia,absent,,,,,False,RBH,absent
LSm5,Paramecium_primaurelia,weak_hit,CAD8072625.1,6.07e-06,31.7,0.677,False,RBH,weak_hit
LSm6,Paramecium_primaurelia,absent,,,,,False,RBH,absent
LSm7,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp8,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Brr2,Paramecium_primaurelia,present,CAD8089838.1,0.0,36.4,0.963,True,RBH,present
Snu114,Paramecium_primaurelia,present,CAD8098241.1,1.16e-166,34.6,0.994,True,RBH,present
Dib1,Paramecium_primaurelia,present,CAD8043754.1,3.85e-62,63.8,0.965,True,RBH,present
Snu13,Paramecium_primaurelia,present,CAD8065251.1,7.26e-44,60.8,0.952,True,RBH,present
Prp31,Paramecium_primaurelia,present,CAD8052710.1,7.52e-33,29.5,0.666,True,RBH,present
Prp3,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp4,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snu17,Paramecium_primaurelia,present,CAD8093070.1,5.02e-30,50.9,0.77,True,RBH,present
Bud13,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Pml1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp38,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Spp381,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Clf1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Syf1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Cef1,Paramecium_primaurelia,present,CAD8086448.1,1.52e-52,45.5,0.41,True,RBH,present
Prp19,Paramecium_primaurelia,present,CAD8054633.1,6.18e-21,24.2,0.968,True,RBH,present
Syf2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snt309,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Isy1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Bud31,Paramecium_primaurelia,present,CAD8066118.1,1.9e-55,56.1,1.0,True,RBH,present
Cwc2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Cwc15,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Ecm2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp45,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp46,Paramecium_primaurelia,present,CAD8061467.1,4.15e-35,58.6,0.749,True,RBH,present
Cwc21,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Cwc22,Paramecium_primaurelia,present,CAD8059363.1,2.86e-30,27.7,0.638,True,RBH,present
Cwc23,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Cwc24,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Cwc27,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp2,Paramecium_primaurelia,weak_hit,CAD8109636.1,3.2e-195,48.8,0.741,False,RBH,weak_hit
Spp2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Yju2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp17,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp22,Paramecium_primaurelia,present,CAD8058974.1,5.81e-298,49.2,0.841,True,RBH,present
Prp18,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Slu7,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp6,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snu66,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Snu23,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp43,Paramecium_primaurelia,present,CAD8078456.1,1.85e-256,61.8,0.808,True,RBH,present
Ntr1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Ntr2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Prp5,Paramecium_primaurelia,weak_hit,CAD8043561.1,4.04e-97,42.3,0.506,False,RBH,weak_hit
Sub2,Paramecium_primaurelia,present,CAD8046922.1,6.14e-87,39.7,0.899,True,RBH,present
Prp28,Paramecium_primaurelia,present,CAD8115560.1,4.33e-98,39.3,0.84,True,RBH,present
Prp40,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Mud2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Msl5,Paramecium_primaurelia,present,CAD8050405.1,1.86e-09,31.4,0.254,True,RBH,present
Cus2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Srp1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Npl3,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Gbp2,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Hrb1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Hrp1,Paramecium_primaurelia,present,CAD8106302.1,9.4e-10,31.4,0.191,True,RBH,present
Sky1,Paramecium_primaurelia,present,CAD8102785.1,1.01e-87,35.3,0.858,True,RBH,present
Cwc25,Paramecium_primaurelia,absent,,,,,False,RBH,absent
DBR1,Paramecium_primaurelia,absent,,,,,False,RBH,absent
Mud1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snp1,Paramecium_sonneborni,present,CAD8099774.1,9.15e-26,45.0,0.437,True,RBH,present
Yhc1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp39,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp42,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Nam8,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snu56,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Luc7,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snu71,Paramecium_sonneborni,absent,,,,,False,RBH,absent
SmB,Paramecium_sonneborni,present,CAD8124802.1,9.63e-13,33.3,0.49,True,RBH,present
SmD3,Paramecium_sonneborni,present,CAD8112265.1,3.31e-23,46.3,0.812,True,RBH,present
SmD1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
SmD2,Paramecium_sonneborni,present,CAD8081231.1,3.63e-26,55.8,0.782,True,RBH,present
SmE,Paramecium_sonneborni,present,CAD8122877.1,2.03e-17,40.2,0.926,True,RBH,present
SmF,Paramecium_sonneborni,absent,,,,,False,RBH,absent
SmG,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Msl1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Lea1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Hsh155,Paramecium_sonneborni,present,CAD8106345.1,4.43e-254,49.7,0.876,True,RBH,present
Rse1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Cus1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Hsh49,Paramecium_sonneborni,present,CAD8066319.1,8.97e-36,36.6,0.962,True,RBH,present
Rds3,Paramecium_sonneborni,present,CAD8103225.1,1.83e-43,57.1,0.981,True,RBH,present
Ysf3,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp9,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp11,Paramecium_sonneborni,absent,,,,,False,RBH,absent
pRP21,Paramecium_sonneborni,absent,,,,,False,RBH,absent
LSm8,Paramecium_sonneborni,absent,,,,,False,RBH,absent
LSm2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
LSm3,Paramecium_sonneborni,absent,,,,,False,RBH,absent
LSm4,Paramecium_sonneborni,absent,,,,,False,RBH,absent
LSm5,Paramecium_sonneborni,weak_hit,CAD8122877.1,7.44e-06,31.7,0.677,False,RBH,weak_hit
LSm6,Paramecium_sonneborni,absent,,,,,False,RBH,absent
LSm7,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp8,Paramecium_sonneborni,present,CAD8055076.1,0.0,60.6,0.951,True,RBH,present
Brr2,Paramecium_sonneborni,present,CAD8105093.1,0.0,36.2,0.988,True,RBH,present
Snu114,Paramecium_sonneborni,present,CAD8124194.1,1.15e-164,34.3,0.993,True,RBH,present
Dib1,Paramecium_sonneborni,present,CAD8051946.1,6.71e-62,63.8,0.965,True,RBH,present
Snu13,Paramecium_sonneborni,present,CAD8055697.1,1.03e-44,54.0,1.0,True,RBH,present
Prp31,Paramecium_sonneborni,present,CAD8058252.1,6.75e-33,29.7,0.668,True,RBH,present
Prp3,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp4,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snu17,Paramecium_sonneborni,present,CAD8107586.1,4.44e-29,55.2,0.649,True,RBH,present
Bud13,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Pml1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp38,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Spp381,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Clf1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Syf1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Cef1,Paramecium_sonneborni,present,CAD8100500.1,2.56e-52,45.5,0.41,True,RBH,present
Prp19,Paramecium_sonneborni,present,CAD8095903.1,5.79e-20,38.9,0.26,True,RBH,present
Syf2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snt309,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Isy1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Bud31,Paramecium_sonneborni,present,CAD8077773.1,1.64e-55,56.7,1.0,True,RBH,present
Cwc2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Cwc15,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Ecm2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp45,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp46,Paramecium_sonneborni,present,CAD8080727.1,5.58e-36,58.9,0.749,True,RBH,present
Cwc21,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Cwc22,Paramecium_sonneborni,present,CAD8068851.1,1.32e-48,27.2,0.842,True,RBH,present
Cwc23,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Cwc24,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Cwc27,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp2,Paramecium_sonneborni,weak_hit,CAD8112237.1,1.76e-197,49.6,0.741,False,RBH,weak_hit
Spp2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Yju2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp17,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp22,Paramecium_sonneborni,present,CAD8089393.1,7.07e-252,58.9,0.54,True,RBH,present
Prp18,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Slu7,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp6,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snu66,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Snu23,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp43,Paramecium_sonneborni,present,CAD8093029.1,7.56e-285,60.4,0.887,True,RBH,present
Ntr1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Ntr2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Prp5,Paramecium_sonneborni,weak_hit,CAD8048438.1,2.4e-96,42.1,0.506,False,RBH,weak_hit
Sub2,Paramecium_sonneborni,present,CAD8054315.1,9.12e-89,40.4,0.899,True,RBH,present
Prp28,Paramecium_sonneborni,present,CAD8100498.1,1.47e-97,39.1,0.84,True,RBH,present
Prp40,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Mud2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Msl5,Paramecium_sonneborni,present,CAD8063535.1,3.2e-10,32.2,0.254,True,RBH,present
Cus2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Srp1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Npl3,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Gbp2,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Hrb1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Hrp1,Paramecium_sonneborni,present,CAD8123951.1,1.15e-09,31.4,0.191,True,RBH,present
Sky1,Paramecium_sonneborni,present,CAD8101659.1,6.67e-85,33.1,0.83,True,RBH,present
Cwc25,Paramecium_sonneborni,absent,,,,,False,RBH,absent
DBR1,Paramecium_sonneborni,absent,,,,,False,RBH,absent
Mud1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snp1,Paramecium_tetraurelia,present,CAK91956.1,8.97e-08,49.2,0.197,True,RBH,present
Yhc1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp39,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp42,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Nam8,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snu56,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Luc7,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snu71,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
SmB,Paramecium_tetraurelia,present,CAK64538.1,6.11e-13,33.3,0.49,True,RBH,present
SmD3,Paramecium_tetraurelia,present,CAK66423.1,1.93e-23,46.3,0.812,True,RBH,present
SmD1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
SmD2,Paramecium_tetraurelia,present,CAK86268.1,3e-26,55.8,0.782,True,RBH,present
SmE,Paramecium_tetraurelia,present,CAK64662.1,1.68e-17,40.2,0.926,True,RBH,present
SmF,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
SmG,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Msl1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Lea1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Hsh155,Paramecium_tetraurelia,present,CAK93788.1,3.39e-172,46.0,0.598,True,RBH,present
Rse1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Cus1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Hsh49,Paramecium_tetraurelia,present,CAK64111.1,7.41e-36,36.6,0.962,True,RBH,present
Rds3,Paramecium_tetraurelia,present,CAK93746.1,1.51e-43,57.1,0.981,True,RBH,present
Ysf3,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp9,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp11,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
pRP21,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
LSm8,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
LSm2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
LSm3,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
LSm4,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
LSm5,Paramecium_tetraurelia,weak_hit,CAK64662.1,6.15e-06,31.7,0.677,False,RBH,weak_hit
LSm6,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
LSm7,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp8,Paramecium_tetraurelia,present,CAK66633.1,0.0,60.3,0.951,True,RBH,present
Brr2,Paramecium_tetraurelia,present,CAK60707.1,0.0,35.6,0.995,True,RBH,present
Snu114,Paramecium_tetraurelia,present,CAK62619.1,5.5e-155,33.3,0.994,True,RBH,present
Dib1,Paramecium_tetraurelia,present,CAK90634.1,3.9e-62,63.8,0.965,True,RBH,present
Snu13,Paramecium_tetraurelia,present,CAK56414.1,2.97e-45,54.8,1.0,True,RBH,present
Prp31,Paramecium_tetraurelia,present,CAK82027.1,1.42e-32,29.6,0.678,True,RBH,present
Prp3,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp4,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snu17,Paramecium_tetraurelia,present,CAK94612.1,1.41e-29,57.3,0.649,True,RBH,present
Bud13,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Pml1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp38,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Spp381,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Clf1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Syf1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Cef1,Paramecium_tetraurelia,present,CAK87238.1,1.64e-52,45.5,0.41,True,RBH,present
Prp19,Paramecium_tetraurelia,present,CAK87849.1,3.38e-22,24.7,0.845,True,RBH,present
Syf2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snt309,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Isy1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Bud31,Paramecium_tetraurelia,present,CAK78012.1,3.88e-55,55.4,1.0,True,RBH,present
Cwc2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Cwc15,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Ecm2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp45,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp46,Paramecium_tetraurelia,present,CAK72897.1,5.77e-35,58.6,0.749,True,RBH,present
Cwc21,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Cwc22,Paramecium_tetraurelia,present,CAK73583.1,2.39e-48,27.0,0.842,True,RBH,present
Cwc23,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Cwc24,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Cwc27,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp2,Paramecium_tetraurelia,weak_hit,CAK63771.1,2.33e-192,48.5,0.749,False,RBH,weak_hit
Spp2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Yju2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp17,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp22,Paramecium_tetraurelia,present,CAK73773.1,1.62e-303,49.1,0.852,True,RBH,present
Prp18,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Slu7,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp6,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snu66,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Snu23,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp43,Paramecium_tetraurelia,present,CAK89011.1,2.9e-283,58.3,0.919,True,RBH,present
Ntr1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Ntr2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Prp5,Paramecium_tetraurelia,weak_hit,CAK55914.1,3.99e-97,42.3,0.506,False,RBH,weak_hit
Sub2,Paramecium_tetraurelia,present,CAK78733.1,1.11e-87,39.7,0.899,True,RBH,present
Prp28,Paramecium_tetraurelia,present,CAK88654.1,5.36e-98,38.9,0.838,True,RBH,present
Prp40,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Mud2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Msl5,Paramecium_tetraurelia,present,CAK73519.1,1.89e-09,31.4,0.254,True,RBH,present
Cus2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Srp1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Npl3,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Gbp2,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Hrb1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Hrp1,Paramecium_tetraurelia,present,CAK71783.1,9.84e-10,31.4,0.191,True,RBH,present
Sky1,Paramecium_tetraurelia,present,CAK84430.1,1.35e-88,34.2,0.803,True,RBH,present
Cwc25,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
DBR1,Paramecium_tetraurelia,absent,,,,,False,RBH,absent
Mud1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Snp1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Yhc1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Prp39,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Prp42,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Nam8,Blepharisma_stoltei,weak_hit,BSTOLATCC_MAC10348,1.13e-06,35.6,0.14,False,RBH,weak_hit
Snu56,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Luc7,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Snu71,Blepharisma_stoltei,absent,,,,,False,RBH,absent
SmB,Blepharisma_stoltei,present,BSTOLATCC_MAC6359,2.68e-11,35.4,0.49,True,RBH,present
SmD3,Blepharisma_stoltei,present,BSTOLATCC_MAC2146,1.46e-28,50.0,0.812,True,RBH,present
SmD1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
SmD2,Blepharisma_stoltei,present,BSTOLATCC_MAC12448,9.28e-32,54.6,0.982,True,RBH,present
SmE,Blepharisma_stoltei,present,BSTOLATCC_MAC23422,1.31e-22,44.7,0.904,True,RBH,present
SmF,Blepharisma_stoltei,absent,,,,,False,RBH,absent
SmG,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Msl1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Lea1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Hsh155,Blepharisma_stoltei,present,BSTOLATCC_MAC16112,3.95e-271,51.1,0.869,True,RBH,present
Rse1,Blepharisma_stoltei,present,BSTOLATCC_MAC15899,9.56e-29,24.2,0.279,True,RBH,present
Cus1,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Hsh49,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Rds3,Blepharisma_stoltei,present,BSTOLATCC_MAC21994,3.83e-43,55.2,0.981,True,RBH,present
Ysf3,Blepharisma_stoltei,absent,,,,,False,RBH,absent
Prp9,Blepharisma_stoltei,present,BSTOLATCC_MAC12091,9.28e-35,30.7,0.732,True,RBH,present
Prp11,Blepharisma_stoltei,absent,,,,,False,RBH,absent
pRP21,Blepharisma_stoltei,absent,,,,,False,RBH,absent
LSm8,Blepharisma_stoltei,absent,,,,,False,RBH,absent
LSm2,Blepharisma_stoltei,absent,,,,,False,RBH,absent
LSm3,Blepharisma_stoltei,absent,,,,,False,RBH,absent
LSm4,Blepharisma_stoltei,absent,,,,,False,RBH,absent
LSm5,Blepharisma_stoltei,weak_hit,BSTOLATCC_MAC23422,3.52e-06,29.4,0.731,False,RBH,weak_hit
LSm6,Blepharisma_stoltei,absent,,,,,False,RBH,absent
LSm7,Blepharisma_stoltei,present,BSTOLATCC_MAC7720,1.51e-08,40.3,0.626,True,RBH,present
Prp8,Blepharisma_stoltei,present,BSTOLATCC_MAC9314,0.0,60.8,0.956,True,RBH,present
Brr2,Blepharisma_stoltei,present,BSTOLATCC_MAC4061,0.0,38.8,0.868,True,RBH,present
Snu114,Blepharisma_stoltei,present,BSTOLATCC_MAC1189,4.42e-143,33.3,0.998,True,RBH,present
Dib1,Blepharisma_stoltei,present,BSTOLATCC_MAC7530,1.81e-57,60.1,0.965,True,RBH,present
Snu13,Blepharisma_stoltei,present,BSTOLATCC_MAC498,9.74e-52,63.5,1.0,True,RBH,present
Prp31,Blepharisma_stoltei,absent,,,,,False,RBH,absent
